scalar,RGB_r,RGB_g,RGB_b
0.0,0,0,0
0.00392156862745,5,0,4
0.0078431372549,9,0,8
0.0117647058824,13,1,12
0.0156862745098,17,1,16
0.0196078431373,20,1,19
0.0235294117647,23,1,22
0.0274509803922,25,1,25
0.0313725490196,27,1,28
0.0352941176471,29,1,31
0.0392156862745,31,2,34
0.043137254902,32,2,37
0.0470588235294,34,2,40
0.0509803921569,35,2,43
0.0549019607843,36,2,46
0.0588235294118,37,2,49
0.0627450980392,38,2,52
0.0666666666667,39,3,54
0.0705882352941,40,3,57
0.0745098039216,41,3,60
0.078431372549,42,3,62
0.0823529411765,43,3,65
0.0862745098039,43,3,67
0.0901960784314,44,3,70
0.0941176470588,45,3,72
0.0980392156863,45,4,75
0.101960784314,46,4,78
0.105882352941,47,4,80
0.109803921569,47,4,83
0.113725490196,48,4,86
0.117647058824,49,4,89
0.121568627451,49,4,92
0.125490196078,50,5,94
0.129411764706,51,5,97
0.133333333333,51,5,100
0.137254901961,52,5,103
0.141176470588,52,5,106
0.145098039216,53,5,109
0.149019607843,53,5,111
0.152941176471,54,5,114
0.156862745098,55,6,117
0.160784313725,55,6,120
0.164705882353,56,6,122
0.16862745098,57,6,125
0.172549019608,57,6,128
0.176470588235,58,6,130
0.180392156863,59,6,133
0.18431372549,60,6,135
0.188235294118,61,7,138
0.192156862745,61,7,140
0.196078431373,62,7,143
0.2,63,7,145
0.203921568627,64,7,148
0.207843137255,64,7,151
0.211764705882,64,7,155
0.21568627451,64,8,158
0.219607843137,64,8,162
0.223529411765,63,8,166
0.227450980392,62,8,171
0.23137254902,60,8,176
0.235294117647,57,9,182
0.239215686275,53,9,189
0.243137254902,47,9,196
0.247058823529,37,10,205
0.250980392157,19,12,213
0.254901960784,13,20,211
0.258823529412,10,27,208
0.262745098039,10,33,204
0.266666666667,10,38,200
0.270588235294,9,43,196
0.274509803922,9,47,191
0.278431372549,9,50,187
0.282352941176,9,54,183
0.286274509804,9,57,179
0.290196078431,8,60,175
0.294117647059,8,62,171
0.298039215686,8,65,167
0.301960784314,8,67,163
0.305882352941,8,69,159
0.309803921569,8,72,156
0.313725490196,7,74,152
0.317647058824,7,75,149
0.321568627451,7,77,146
0.325490196078,7,79,143
0.329411764706,7,81,140
0.333333333333,7,83,137
0.337254901961,7,84,134
0.341176470588,6,86,132
0.345098039216,6,87,129
0.349019607843,6,89,127
0.352941176471,6,90,125
0.356862745098,6,92,123
0.360784313725,6,93,121
0.364705882353,6,94,119
0.36862745098,6,96,117
0.372549019608,6,97,116
0.376470588235,5,98,114
0.380392156863,5,100,112
0.38431372549,5,101,111
0.388235294118,5,102,110
0.392156862745,5,104,108
0.396078431373,5,105,107
0.4,5,106,106
0.403921568627,5,107,105
0.407843137255,5,109,104
0.411764705882,5,110,102
0.41568627451,5,111,101
0.419607843137,5,112,100
0.423529411765,5,113,99
0.427450980392,5,115,97
0.43137254902,6,116,96
0.435294117647,6,117,95
0.439215686275,6,118,93
0.443137254902,6,120,92
0.447058823529,6,121,91
0.450980392157,6,122,89
0.454901960784,6,123,88
0.458823529412,6,124,86
0.462745098039,6,126,85
0.466666666667,6,127,83
0.470588235294,6,128,81
0.474509803922,6,129,80
0.478431372549,6,131,78
0.482352941176,6,132,77
0.486274509804,7,133,75
0.490196078431,6,134,73
0.494117647059,7,135,71
0.498039215686,7,137,70
0.501960784314,7,138,68
0.505882352941,7,139,66
0.509803921569,7,140,64
0.513725490196,7,142,62
0.517647058824,7,143,60
0.521568627451,7,144,58
0.525490196078,7,145,56
0.529411764706,7,146,54
0.533333333333,7,148,52
0.537254901961,7,149,50
0.541176470588,7,150,48
0.545098039216,7,151,46
0.549019607843,7,152,44
0.552941176471,7,154,42
0.556862745098,7,155,41
0.560784313725,8,156,39
0.564705882353,8,157,37
0.56862745098,8,158,35
0.572549019608,8,160,34
0.576470588235,8,161,32
0.580392156863,8,162,31
0.58431372549,8,163,30
0.588235294118,8,164,29
0.592156862745,8,165,28
0.596078431373,8,167,27
0.6,8,168,26
0.603921568627,8,169,26
0.607843137255,8,170,26
0.611764705882,8,171,25
0.61568627451,8,173,25
0.619607843137,8,174,24
0.623529411765,9,175,23
0.627450980392,9,176,22
0.63137254902,9,177,20
0.635294117647,9,179,18
0.639215686275,9,180,14
0.643137254902,9,181,10
0.647058823529,15,182,9
0.650980392157,22,183,9
0.654901960784,29,184,9
0.658823529412,34,185,9
0.662745098039,40,186,9
0.666666666667,45,187,9
0.670588235294,50,188,9
0.674509803922,54,189,9
0.678431372549,59,190,9
0.682352941176,64,191,9
0.686274509804,69,191,9
0.690196078431,73,192,9
0.694117647059,78,193,9
0.698039215686,82,194,9
0.701960784314,87,195,9
0.705882352941,91,195,9
0.709803921569,96,196,9
0.713725490196,100,197,9
0.717647058824,105,197,10
0.721568627451,109,198,10
0.725490196078,113,199,9
0.729411764706,118,199,10
0.733333333333,122,200,10
0.737254901961,127,200,10
0.741176470588,131,201,10
0.745098039216,135,201,10
0.749019607843,140,202,10
0.752941176471,144,202,10
0.756862745098,149,203,10
0.760784313725,153,203,10
0.764705882353,157,204,10
0.76862745098,162,204,10
0.772549019608,166,204,10
0.776470588235,170,205,10
0.780392156863,175,205,10
0.78431372549,179,205,10
0.788235294118,183,206,10
0.792156862745,187,206,10
0.796078431373,192,206,10
0.8,196,206,10
0.803921568627,200,206,10
0.807843137255,205,207,10
0.811764705882,209,207,10
0.81568627451,214,207,10
0.819607843137,218,207,10
0.823529411765,223,206,11
0.827450980392,228,206,11
0.83137254902,233,206,11
0.835294117647,238,206,11
0.839215686275,244,205,17
0.843137254902,246,205,64
0.847058823529,247,206,91
0.850980392157,248,206,109
0.854901960784,249,207,123
0.858823529412,249,208,135
0.862745098039,250,209,144
0.866666666667,250,210,153
0.870588235294,250,211,160
0.874509803922,251,212,167
0.878431372549,251,213,173
0.882352941176,251,214,178
0.886274509804,252,215,183
0.890196078431,252,217,187
0.894117647059,252,218,191
0.898039215686,252,219,195
0.901960784314,252,220,199
0.905882352941,252,222,202
0.909803921569,253,223,205
0.913725490196,253,224,208
0.917647058824,253,226,211
0.921568627451,253,227,214
0.925490196078,253,228,217
0.929411764706,253,230,219
0.933333333333,253,231,222
0.937254901961,254,233,224
0.941176470588,254,234,226
0.945098039216,254,235,228
0.949019607843,254,237,231
0.952941176471,254,238,233
0.956862745098,254,240,235
0.960784313725,254,241,237
0.964705882353,254,242,239
0.96862745098,254,244,240
0.972549019608,254,245,242
0.976470588235,254,247,244
0.980392156863,255,248,246
0.98431372549,255,249,248
0.988235294118,255,251,250
0.992156862745,255,252,251
0.996078431373,255,254,253
1.0,255,255,255
